age,job,education,balance,duration,campaign,approval
30.0,1,1,-99,144.0,5,0
32.0,9,1,167,79.0,3,0
46.0,3,0,19,171.0,1,0
29.0,6,2,242,73.0,4,0
53.0,11,3,13,69.0,1,0
32.0,9,1,286,60.0,1,0
49.0,10,1,769,257.0,1,0
35.0,4,2,93,198.0,2,0
38.0,1,1,1663,217.0,3,0
39.0,2,0,238,134.0,1,0
34.0,9,1,2178,41.0,1,0
42.0,1,0,792,611.0,2,0
35.0,1,3,871,216.0,3,0
60.0,0,1,1025,388.0,8,0
57.0,9,1,63,242.0,1,0
31.0,1,1,16,387.0,1,0
29.0,4,1,417,90.0,1,0
41.0,7,1,3992,281.0,2,0
46.0,1,0,2749,332.0,1,0
33.0,9,1,133,218.0,1,1
32.0,1,1,1721,650.0,2,0
54.0,4,2,2171,1034.0,1,1
37.0,7,1,4760,182.0,2,0
32.0,9,1,2979,156.0,1,0
43.0,4,2,690,171.0,3,0
50.0,1,1,203,265.0,1,0
34.0,1,1,322,10.0,3,0
31.0,0,1,1210,350.0,1,0
43.0,6,1,634,65.0,1,0
49.0,2,1,273,58.0,1,0
22.0,8,3,47,69.0,3,0
35.0,4,2,1100,127.0,2,0
56.0,0,1,0,154.0,2,0
53.0,1,1,0,36.0,4,0
54.0,2,2,1544,85.0,7,0
32.0,7,3,6145,362.0,1,0
41.0,6,1,28,49.0,1,0
40.0,1,1,1012,410.0,1,0
33.0,1,0,245,253.0,3,0
33.0,4,2,1998,570.0,1,0
34.0,1,1,3990,633.0,7,0
36.0,7,1,1328,82.0,4,0
34.0,2,2,412,164.0,1,0
55.0,4,0,229,175.0,3,0
28.0,8,2,1562,659.0,4,1
29.0,0,1,3432,139.0,2,0
31.0,0,1,144,43.0,11,0
52.0,4,2,1339,343.0,5,0
54.0,7,3,386,74.0,1,0
43.0,1,0,7727,302.0,8,0
55.0,2,1,204,455.0,13,0
28.0,1,3,101,126.0,4,0
45.0,10,1,728,107.0,1,0
45.0,2,0,2418,120.0,1,0
51.0,4,2,2934,727.0,4,0
42.0,9,1,0,275.0,4,0
43.0,11,3,181,41.0,1,0
34.0,4,2,176,61.0,4,0
36.0,1,0,49,232.0,2,0
37.0,1,1,2023,214.0,1,0
50.0,1,1,372,21.0,1,0
42.0,4,3,7702,138.0,2,1
34.0,1,0,464,173.0,1,0
48.0,4,1,117,635.0,1,0
47.0,0,1,104,77.0,2,0
40.0,4,2,1041,73.0,1,0
37.0,4,2,539,540.0,2,0
38.0,1,0,0,179.0,2,0
29.0,9,2,406,119.0,1,0
46.0,1,0,2558,107.0,1,0
26.0,1,1,484,48.0,2,0
30.0,7,2,3516,447.0,4,0
42.0,1,1,5639,430.0,2,0
42.0,4,2,100,64.0,2,0
31.0,0,1,1306,217.0,5,0
37.0,4,2,815,77.0,1,0
26.0,1,1,245,16.0,11,0
54.0,1,3,191,753.0,2,0
70.0,5,1,2815,125.0,2,0
29.0,6,1,3672,1210.0,1,0
50.0,7,1,1572,185.0,1,0
60.0,10,1,385,80.0,1,0
32.0,9,1,29,156.0,2,0
32.0,9,1,84,403.0,3,0
34.0,6,2,876,145.0,2,0
48.0,7,0,1499,17.0,7,0
25.0,8,2,0,160.0,1,0
32.0,4,1,6217,486.0,2,0
32.0,1,0,329,321.0,1,0
47.0,0,1,162,203.0,4,0
32.0,9,3,14533,646.0,3,0
49.0,4,2,151,97.0,3,1
53.0,7,1,-2,144.0,2,0
41.0,1,3,4684,30.0,6,0
47.0,4,2,1149,82.0,2,0
35.0,1,0,11,326.0,4,0
33.0,4,1,8004,414.0,3,0
49.0,1,0,1019,285.0,5,0
46.0,4,2,1297,716.0,3,1
29.0,4,2,415,449.0,4,0
58.0,6,0,671,16.0,3,0
40.0,0,1,2378,65.0,1,0
34.0,4,2,417,138.0,1,0
60.0,5,0,71,121.0,3,0
43.0,4,2,1188,140.0,2,0
50.0,1,0,8139,256.0,6,0
33.0,1,1,249,61.0,4,0
37.0,1,0,689,367.0,2,0
55.0,6,1,203,9.0,5,0
45.0,1,0,-183,395.0,4,0
47.0,1,0,3451,125.0,2,0
58.0,9,1,116,580.0,3,0
36.0,7,1,1746,15.0,1,0
55.0,9,1,0,119.0,2,0
31.0,1,1,897,26.0,2,0
38.0,9,1,821,224.0,2,0
42.0,1,1,130,285.0,1,0
32.0,4,2,1,399.0,4,0
39.0,1,1,8,88.0,3,0
41.0,9,1,55,185.0,4,0
59.0,1,0,699,98.0,1,0
42.0,10,1,759,97.0,1,0
33.0,1,1,687,72.0,2,0
53.0,5,1,4968,109.0,1,0
43.0,1,0,1211,208.0,3,0
39.0,6,2,426,1029.0,1,1
27.0,2,1,376,273.0,1,0
39.0,4,2,12,130.0,1,0
27.0,1,1,23,590.0,2,0
33.0,0,1,353,107.0,2,0
29.0,7,1,330,88.0,2,0
33.0,4,2,0,305.0,2,0
41.0,2,1,353,90.0,2,0
38.0,9,2,2273,222.0,1,0
30.0,4,2,0,127.0,1,0
58.0,10,2,744,38.0,1,0
37.0,7,1,608,380.0,3,0
36.0,0,1,356,244.0,3,0
45.0,1,0,1291,189.0,17,0
23.0,9,1,-306,217.0,2,0
53.0,1,0,306,388.0,3,1
44.0,1,0,-312,22.0,3,0
32.0,9,1,493,289.0,2,0
32.0,4,2,71,221.0,8,0
38.0,0,2,669,129.0,2,0
47.0,1,0,556,147.0,2,0
34.0,7,1,84,299.0,1,0
52.0,7,1,108,543.0,12,0
45.0,0,1,-11,247.0,1,0
50.0,1,0,1164,166.0,2,0
52.0,1,0,-191,755.0,1,1
37.0,1,1,132,336.0,2,0
51.0,1,1,2237,619.0,1,0
32.0,4,2,4761,159.0,2,0
33.0,1,1,-346,29.0,3,0
28.0,10,1,655,606.0,2,0
66.0,4,2,1048,971.0,2,0
31.0,7,1,0,231.0,2,0
35.0,1,0,624,163.0,1,0
47.0,7,3,1784,385.0,2,1
36.0,0,1,1281,119.0,2,0
32.0,9,2,569,348.0,1,0
34.0,1,0,1666,30.0,1,0
40.0,0,1,168,249.0,2,0
33.0,6,2,263,119.0,2,0
39.0,1,1,-405,177.0,1,0
38.0,6,1,279,110.0,5,0
32.0,9,1,0,594.0,4,1
65.0,11,3,300,105.0,1,0
34.0,10,2,415,123.0,1,0
34.0,0,0,0,172.0,4,0
42.0,1,0,1322,178.0,1,0
31.0,7,1,1062,230.0,1,0
47.0,9,1,302,89.0,3,0
44.0,9,1,809,118.0,4,0
38.0,3,1,-278,143.0,2,0
28.0,4,2,3238,7.0,1,0
46.0,0,1,751,104.0,2,0
51.0,1,0,-28,220.0,2,0
42.0,4,2,0,85.0,2,0
37.0,9,1,2442,91.0,3,1
58.0,10,2,1798,19.0,8,0
43.0,0,1,132,574.0,1,1
36.0,4,2,260,49.0,1,0
34.0,1,1,7,171.0,2,0
31.0,4,2,3283,258.0,1,1
49.0,9,3,323,41.0,2,0
54.0,4,2,2960,83.0,1,0
29.0,10,1,486,95.0,1,0
51.0,5,1,343,78.0,2,0
40.0,10,1,507,134.0,1,0
35.0,4,2,5958,215.0,1,1
25.0,8,1,304,226.0,2,1
32.0,1,1,118,1275.0,1,1
30.0,6,1,123,66.0,1,0
38.0,4,2,76,196.0,3,0
46.0,0,1,70,229.0,2,1
43.0,10,0,960,241.0,2,0
32.0,9,2,2185,354.0,2,0
29.0,1,1,309,471.0,3,0
56.0,1,1,2190,90.0,2,0
57.0,9,0,0,58.0,8,0
38.0,0,1,3732,379.0,2,0
51.0,9,0,1550,12.0,5,0
35.0,0,2,62,67.0,1,0
37.0,1,0,704,165.0,7,0
48.0,4,1,4415,1032.0,3,1
30.0,1,1,4,84.0,3,0
60.0,5,1,262,393.0,4,0
56.0,4,1,238,808.0,1,0
45.0,1,0,97,923.0,3,0
38.0,9,1,410,63.0,6,0
20.0,8,1,1191,274.0,1,0
59.0,5,0,-47,84.0,4,0
34.0,9,2,197,78.0,3,1
36.0,1,3,6,41.0,7,0
53.0,0,1,2398,317.0,1,1
51.0,4,2,630,138.0,1,0
58.0,5,1,235,88.0,4,0
48.0,4,0,1910,413.0,2,0
56.0,4,2,3172,139.0,1,0
51.0,1,0,872,82.0,2,0
35.0,1,1,407,12.0,6,0
40.0,0,1,100,221.0,1,1
59.0,3,1,345,38.0,1,0
44.0,4,2,2058,661.0,1,0
49.0,3,0,889,388.0,1,1
35.0,0,2,0,151.0,7,0
41.0,4,2,51,140.0,8,0
55.0,5,0,150,124.0,1,0
51.0,6,1,34,200.0,1,0
27.0,7,1,795,101.0,3,0
57.0,1,0,282,261.0,12,0
51.0,4,2,2139,176.0,2,0
38.0,4,2,-469,209.0,12,0
49.0,0,1,197,223.0,1,1
40.0,9,2,825,38.0,1,0
47.0,3,2,3232,541.0,1,0
48.0,4,1,1598,84.0,1,0
47.0,7,2,871,602.0,9,0
56.0,7,1,83,26.0,11,0
29.0,4,2,1445,328.0,2,1
38.0,9,1,226,762.0,3,1
32.0,4,2,-55,107.0,4,0
42.0,0,1,243,46.0,5,0
30.0,1,0,-336,128.0,6,0
26.0,0,2,3672,360.0,5,0
35.0,9,1,0,524.0,1,1
35.0,9,1,251,128.0,3,0
35.0,6,2,44,310.0,2,0
57.0,1,1,2887,819.0,10,1
29.0,0,1,1992,202.0,1,0
32.0,1,1,2,144.0,2,0
45.0,9,1,1415,311.0,1,0
51.0,4,2,297,415.0,4,1
31.0,9,1,1094,93.0,8,0
50.0,6,3,-84,101.0,1,0
38.0,1,1,-1,72.0,1,0
37.0,4,2,347,282.0,1,0
35.0,4,2,1253,210.0,2,0
37.0,10,3,4565,369.0,1,0
28.0,4,2,781,125.0,6,0
-38.0,4,2,7124,301.0,6,0
43.0,4,1,17555,14.0,14,0
43.0,4,3,5172,57.0,3,0
56.0,4,2,15520,420.0,1,0
32.0,9,2,13711,638.0,1,0
58.0,4,2,1533,137.0,2,0
47.0,4,2,286,557.0,7,0
31.0,1,1,-219,66.0,2,0
38.0,4,2,0,206.0,1,0
50.0,1,1,810,19.0,14,0
32.0,1,1,300,166.0,2,0
37.0,7,1,1175,102.0,1,0
39.0,4,2,0,46.0,2,0
40.0,7,1,113,126.0,1,0
41.0,1,1,641,161.0,1,0
45.0,9,1,1477,355.0,1,0
31.0,0,1,0,40.0,2,0
54.0,7,0,8,143.0,1,0
39.0,0,1,399,133.0,2,0
56.0,0,1,-435,185.0,2,0
35.0,0,1,2830,22.0,12,0
34.0,4,1,15,184.0,7,0
31.0,9,1,125,78.0,2,0
38.0,9,2,45,125.0,4,0
41.0,9,2,13,189.0,2,0
44.0,2,2,0,300.0,1,0
49.0,1,1,579,396.0,1,0
30.0,7,1,432,340.0,3,0
31.0,7,1,1987,55.0,2,0
34.0,4,1,857,238.0,6,0
70.0,5,2,15834,172.0,3,0
45.0,4,2,3370,36.0,3,0
31.0,4,2,6290,303.0,2,0
57.0,0,1,808,417.0,3,0
40.0,7,3,4075,162.0,3,0
28.0,1,1,373,10.0,9,0
44.0,0,1,-101,99.0,1,0
49.0,7,1,3250,32.0,3,0
46.0,4,2,1375,308.0,3,0
34.0,4,2,180,298.0,3,0
58.0,9,1,175,92.0,4,0
52.0,7,1,381,288.0,12,0
27.0,1,1,2171,130.0,1,0
48.0,9,1,340,255.0,2,0
33.0,9,1,10,167.0,5,0
46.0,0,1,4958,64.0,3,0
51.0,3,3,21244,166.0,2,0
31.0,4,2,156,657.0,7,1
35.0,9,1,473,434.0,4,0
37.0,0,1,781,75.0,1,0
60.0,2,0,0,40.0,1,0
40.0,9,1,1819,398.0,2,0
50.0,4,2,4374,163.0,2,0
34.0,2,1,456,137.0,8,0
32.0,9,1,253,257.0,3,0
36.0,7,1,774,231.0,2,0
32.0,0,2,-59,192.0,1,0
40.0,7,1,-81,186.0,1,0
37.0,1,0,0,226.0,1,0
57.0,4,2,0,67.0,1,0
46.0,4,2,-3,205.0,2,0
31.0,1,0,2488,14.0,1,0
39.0,9,2,3,488.0,1,1
35.0,4,1,839,50.0,3,0
32.0,1,0,103,312.0,1,0
44.0,9,1,316,163.0,3,0
41.0,9,1,1680,76.0,2,0
59.0,5,0,7179,150.0,1,0
39.0,7,1,247,244.0,2,0
54.0,4,2,8295,207.0,1,1
27.0,7,1,261,113.0,1,0
51.0,6,1,95,1309.0,4,1
33.0,9,1,291,72.0,6,0
38.0,1,0,2240,551.0,1,0
52.0,2,2,0,163.0,3,0
54.0,4,2,1295,179.0,10,0
33.0,1,0,324,217.0,2,0
50.0,9,1,669,88.0,1,0
39.0,1,1,4143,21.0,1,0
34.0,4,2,2646,142.0,1,1
41.0,9,1,618,1056.0,1,0
48.0,4,2,541,72.0,1,0
38.0,7,1,434,411.0,1,0
34.0,1,1,622,145.0,1,0
32.0,1,1,0,80.0,2,0
48.0,4,1,99,344.0,1,0
28.0,7,1,290,128.0,1,0
47.0,1,1,1230,412.0,1,1
32.0,0,1,45,908.0,3,0
32.0,0,1,923,819.0,4,0
38.0,4,2,950,210.0,2,0
86.0,5,1,1503,165.0,3,0
47.0,9,1,65,118.0,8,0
42.0,4,0,-679,159.0,1,0
44.0,4,2,773,618.0,1,0
25.0,8,3,10788,102.0,2,0
34.0,7,1,991,89.0,1,0
34.0,0,1,247,401.0,2,1
53.0,1,0,4143,200.0,3,0
42.0,1,3,-406,152.0,5,0
30.0,1,1,180,203.0,1,0
26.0,1,0,-887,827.0,2,1
40.0,7,1,4157,735.0,1,0
34.0,9,1,1386,185.0,6,0
34.0,7,1,2211,149.0,1,0
40.0,4,2,-495,303.0,2,0
36.0,4,2,27359,71.0,2,0
34.0,9,1,440,445.0,2,0
32.0,1,1,135,232.0,2,0
39.0,9,1,-735,144.0,5,0
36.0,9,2,60,209.0,2,0
39.0,9,1,902,691.0,2,1
33.0,4,3,18347,415.0,1,0
34.0,1,1,-72,273.0,5,0
42.0,4,2,1205,376.0,2,1
46.0,9,1,499,37.0,10,0
32.0,4,2,656,148.0,2,0
27.0,7,1,100,57.0,2,0
35.0,9,1,69,461.0,3,0
53.0,9,3,619,198.0,6,0
29.0,7,1,192,327.0,4,0
35.0,4,2,0,669.0,6,0
49.0,4,2,87,165.0,1,0
58.0,4,2,3228,58.0,2,0
40.0,4,2,1361,1473.0,1,1
19.0,8,3,0,123.0,3,0
30.0,8,2,34,289.0,1,0
34.0,9,1,318,239.0,5,0
60.0,5,1,197,1386.0,1,0
28.0,8,2,0,294.0,2,1
46.0,4,2,273,910.0,2,1
49.0,1,0,15,550.0,7,0
59.0,4,2,7813,75.0,1,0
44.0,9,1,-27,100.0,3,0
33.0,9,2,75,204.0,4,0
54.0,5,1,1139,155.0,1,0
26.0,1,1,115,46.0,3,0
54.0,1,1,0,1366.0,1,0
48.0,3,0,7195,609.0,2,1
30.0,7,2,-477,1532.0,2,1
29.0,4,2,1026,226.0,1,1
51.0,2,2,3921,168.0,1,0
53.0,10,0,980,352.0,1,1
43.0,1,1,-179,335.0,6,0
34.0,0,2,2552,74.0,1,0
40.0,2,2,1729,85.0,1,0
43.0,9,1,434,117.0,1,0
33.0,0,1,-300,184.0,1,0
66.0,5,1,4785,72.0,3,0
44.0,9,1,-329,171.0,1,0
33.0,7,1,0,44.0,8,0
31.0,9,1,391,336.0,2,0
71.0,5,0,4657,93.0,5,1
22.0,8,0,3472,332.0,1,1
46.0,10,2,705,398.0,1,0
32.0,7,1,255,86.0,2,0
45.0,1,1,4365,45.0,2,0
32.0,4,1,350,110.0,2,0
49.0,1,0,474,152.0,3,0
27.0,9,1,489,356.0,4,1
46.0,2,1,757,382.0,3,0
37.0,4,2,695,233.0,1,0
30.0,10,1,-770,87.0,1,0
44.0,6,1,80,387.0,2,0
45.0,9,1,315,103.0,1,0
27.0,8,1,213,378.0,1,1
57.0,3,0,0,257.0,2,0
66.0,4,2,2169,282.0,1,0
40.0,0,1,212,176.0,1,0
48.0,1,1,333,24.0,6,0
33.0,1,1,4404,766.0,3,0
42.0,7,1,257,955.0,2,1
47.0,10,1,3188,426.0,3,0
27.0,9,2,3083,244.0,2,0
78.0,5,2,226,136.0,1,0
50.0,7,0,1260,172.0,1,0
46.0,2,2,1410,93.0,1,0
41.0,0,1,6046,300.0,6,1
36.0,0,2,980,118.0,4,0
49.0,5,0,-37,191.0,2,0
46.0,4,2,-154,107.0,2,0
77.0,5,0,680,513.0,2,0
30.0,9,2,799,91.0,18,0
43.0,4,1,-1164,76.0,4,0
44.0,1,1,2523,1236.0,2,0
40.0,1,0,98,193.0,5,0
38.0,1,0,3419,324.0,5,0
25.0,10,2,343,377.0,1,1
49.0,4,2,852,408.0,1,0
33.0,1,0,50,246.0,2,0
40.0,4,2,0,58.0,7,0
44.0,1,0,10,196.0,1,0
32.0,1,1,950,219.0,4,0
52.0,4,2,0,197.0,1,0
35.0,4,2,175,257.0,2,0
35.0,9,1,-259,381.0,1,0
32.0,4,1,6217,486.0,2,0
42.0,9,1,-1310,162.0,1,0
59.0,1,3,139,153.0,1,0
44.0,9,1,7138,809.0,2,1
50.0,0,1,1111,50.0,1,0
27.0,1,1,113,39.0,17,0
55.0,4,2,-612,131.0,2,0
54.0,1,3,310,526.0,4,0
31.0,10,1,-186,172.0,3,0
56.0,0,3,2038,405.0,1,0
51.0,6,2,833,77.0,3,0
61.0,1,0,625,158.0,2,0
34.0,9,1,105,146.0,2,0
56.0,1,0,551,27.0,1,0
29.0,8,3,145,105.0,1,0
34.0,4,2,618,119.0,4,0
35.0,7,1,1063,327.0,1,0
56.0,0,1,985,150.0,2,0
45.0,1,1,2926,482.0,3,0
31.0,0,1,-449,81.0,2,0
37.0,2,2,66,1164.0,2,1
43.0,0,1,0,674.0,3,0
40.0,4,3,419,347.0,1,0
44.0,4,0,4758,712.0,6,1
38.0,0,1,-23,48.0,2,0
58.0,4,2,1573,279.0,1,0
24.0,1,1,77,236.0,2,0
53.0,7,1,1378,91.0,2,0
36.0,1,1,-73,15.0,8,0
28.0,1,0,60,161.0,1,0
45.0,1,0,137,187.0,19,0
32.0,0,2,1583,100.0,1,0
46.0,0,1,-121,214.0,4,0
28.0,1,1,1065,406.0,1,0
51.0,10,1,-13,361.0,1,0
51.0,1,0,1869,30.0,3,0
30.0,9,1,4787,99.0,2,0
39.0,9,1,-183,202.0,2,0
28.0,1,0,702,318.0,2,0
31.0,4,2,1494,275.0,12,0
31.0,1,0,0,59.0,4,0
38.0,4,2,46,70.0,4,0
31.0,1,1,609,1126.0,1,0
74.0,5,1,4079,343.0,3,1
40.0,4,2,0,228.0,2,1
43.0,9,1,7876,209.0,2,0
34.0,9,2,925,709.0,1,1
54.0,4,2,7010,275.0,2,0
51.0,1,0,42,51.0,2,0
33.0,1,1,285,267.0,1,0
41.0,9,2,0,95.0,1,0
33.0,4,2,3170,246.0,2,0
48.0,0,1,8,46.0,1,0
42.0,6,2,216,144.0,3,0
35.0,4,2,2975,249.0,2,0
25.0,0,1,894,328.0,1,0
38.0,1,0,490,17.0,1,0
45.0,2,1,245,126.0,3,0
59.0,4,2,0,52.0,8,0
47.0,4,3,150,52.0,1,0
33.0,4,2,4,285.0,5,0
59.0,4,0,1727,500.0,4,1
41.0,1,0,664,955.0,5,1
42.0,9,1,473,216.0,5,0
51.0,9,2,0,84.0,7,0
45.0,4,2,-192,138.0,3,0
30.0,4,2,1942,436.0,2,1
33.0,1,1,5137,123.0,1,0
43.0,4,2,13044,36.0,4,0
37.0,1,1,1053,405.0,3,0
73.0,5,0,154,103.0,1,0
43.0,1,1,625,175.0,1,0
52.0,10,0,255,374.0,3,0
44.0,4,2,529,129.0,4,0
56.0,4,2,318,246.0,3,0
21.0,7,1,1903,107.0,2,0
43.0,11,2,1937,385.0,1,0
54.0,4,0,3859,104.0,3,0
59.0,9,0,4198,309.0,1,1
52.0,1,0,230,198.0,2,0
31.0,0,1,747,543.0,2,1
53.0,0,1,263,143.0,7,0
24.0,9,1,-46,23.0,1,0
57.0,5,1,0,104.0,2,0
48.0,9,1,568,378.0,2,1
57.0,9,1,1469,364.0,1,0
51.0,9,1,18,363.0,6,0
50.0,4,2,201,248.0,1,0
34.0,1,1,1412,157.0,2,0
43.0,1,0,-93,402.0,2,0
31.0,7,1,-331,203.0,5,0
29.0,1,3,486,422.0,1,0
39.0,1,0,694,44.0,1,0
36.0,4,2,2806,358.0,4,0
38.0,10,2,0,39.0,2,0
56.0,4,2,2959,325.0,1,0
41.0,3,0,22,238.0,3,0
47.0,9,1,1167,968.0,1,1
38.0,4,2,35,156.0,1,0
80.0,5,1,8304,681.0,1,0
37.0,7,1,4760,187.0,2,0
44.0,4,2,-1313,104.0,10,0
33.0,1,1,697,860.0,2,1
53.0,9,1,230,112.0,2,0
69.0,5,2,473,112.0,1,0
46.0,9,1,1427,32.0,3,0
30.0,4,2,201,325.0,2,1
31.0,6,1,1086,410.0,1,0
38.0,4,2,4335,640.0,1,0
34.0,7,1,44,118.0,1,0
48.0,11,3,286,166.0,2,0
46.0,1,0,216,173.0,1,0
42.0,0,1,214,21.0,24,0
41.0,1,1,343,89.0,7,0
33.0,1,1,-77,151.0,3,0
39.0,1,0,1046,112.0,4,0
27.0,8,1,1566,164.0,5,0
26.0,4,2,592,145.0,2,0
38.0,4,2,104,606.0,3,1
48.0,1,1,0,105.0,1,0
54.0,7,1,-22,85.0,1,0
51.0,7,1,0,439.0,3,0
47.0,9,1,72,278.0,1,0
53.0,9,1,100,205.0,4,0
35.0,1,0,319,221.0,1,0
58.0,4,2,9339,52.0,3,0
52.0,4,2,50,84.0,3,0
57.0,5,1,32,476.0,3,0
52.0,4,2,6922,371.0,1,0
35.0,4,2,633,128.0,3,0
48.0,9,1,4265,220.0,2,0
46.0,2,2,2262,44.0,14,0
39.0,7,1,1970,30.0,1,0
38.0,6,2,1513,330.0,1,0
34.0,2,1,4659,28.0,1,0
47.0,2,0,668,908.0,1,0
35.0,4,2,649,177.0,1,0
46.0,1,0,452,113.0,4,0
27.0,0,1,-145,289.0,8,0
31.0,1,1,-498,357.0,1,0
31.0,4,2,0,38.0,16,0
46.0,0,1,22,414.0,4,0
31.0,0,1,2304,257.0,2,0
33.0,4,2,1412,480.0,1,1
42.0,3,0,145,252.0,2,0
33.0,4,0,4897,151.0,1,0
40.0,3,0,1832,213.0,4,0
51.0,1,0,3726,119.0,12,0
31.0,10,2,591,161.0,2,0
62.0,5,2,0,227.0,2,1
24.0,8,1,508,12.0,3,0
48.0,10,1,817,517.0,1,1
41.0,9,1,348,225.0,2,0
43.0,4,2,291,150.0,2,0
52.0,9,1,3554,89.0,1,0
54.0,1,0,781,103.0,2,0
32.0,9,2,267,128.0,1,0
38.0,1,0,1327,277.0,1,0
41.0,0,0,-306,500.0,1,1
31.0,1,0,864,113.0,2,0
35.0,3,2,1265,326.0,5,1
26.0,0,1,0,755.0,1,0
52.0,9,2,214,161.0,3,0
58.0,5,1,425,100.0,1,0
57.0,3,2,3,142.0,2,0
34.0,4,2,0,214.0,2,0
59.0,1,0,0,167.0,2,0
27.0,9,1,282,676.0,5,0
42.0,2,2,0,236.0,1,0
47.0,3,2,3727,993.0,6,1
33.0,1,1,0,83.0,12,0
31.0,7,1,864,100.0,1,0
37.0,4,2,4089,289.0,2,1
29.0,1,1,-478,528.0,2,0
38.0,10,0,-363,340.0,2,0
35.0,6,1,8883,33.0,3,0
31.0,9,1,1970,284.0,3,0
62.0,4,2,1859,245.0,3,1
32.0,9,2,1059,115.0,1,0
31.0,7,1,388,730.0,2,0
51.0,1,0,602,347.0,1,0
29.0,7,1,0,58.0,1,0
43.0,1,0,255,180.0,1,0
36.0,1,1,63,56.0,8,0
34.0,6,0,712,326.0,3,0
29.0,7,1,57,342.0,9,0
57.0,5,1,523,49.0,6,0
43.0,4,2,422,110.0,1,0
33.0,7,1,386,253.0,1,1
60.0,4,2,3387,636.0,2,0
51.0,9,0,260,137.0,2,0
40.0,0,1,-1,173.0,1,0
51.0,9,1,1490,227.0,2,0
38.0,7,1,497,88.0,5,0
35.0,9,1,1707,426.0,3,0
47.0,9,1,826,195.0,3,0
45.0,1,0,907,230.0,8,0
40.0,7,1,1836,750.0,2,1
29.0,2,1,404,413.0,3,0
52.0,4,2,907,104.0,2,0
26.0,9,1,18,138.0,1,0
31.0,1,0,-495,334.0,2,0
55.0,7,3,1210,868.0,1,0
35.0,7,1,819,102.0,14,0
56.0,4,2,442,77.0,3,0
28.0,1,1,-46,199.0,1,1
27.0,8,1,671,332.0,2,0
30.0,9,1,371,124.0,2,0
51.0,12,2,-3,91.0,9,0
33.0,4,1,11,104.0,3,0
32.0,1,1,33,125.0,1,0
43.0,2,1,104,635.0,3,1
46.0,1,0,174,90.0,1,0
32.0,4,2,3107,310.0,1,0
40.0,7,1,1438,207.0,1,0
39.0,1,1,1367,43.0,1,0
51.0,1,0,-11,126.0,4,0
46.0,0,1,1693,137.0,1,0
43.0,1,0,778,284.0,5,0
36.0,9,2,837,68.0,6,0
48.0,4,2,363,67.0,1,0
26.0,0,1,236,8.0,2,0
39.0,0,3,0,62.0,1,0
47.0,12,2,-50,175.0,1,0
23.0,2,0,4,395.0,2,1
54.0,4,2,26306,27.0,1,0
38.0,0,1,46,195.0,1,0
33.0,9,1,575,254.0,2,0
35.0,0,1,148,199.0,1,0
52.0,7,1,431,73.0,17,0
25.0,9,2,777,351.0,1,0
29.0,4,2,199,1689.0,4,1
35.0,9,2,3552,267.0,1,0
49.0,7,1,47,234.0,2,0
41.0,0,1,3823,234.0,10,0
32.0,4,2,138,94.0,4,0
29.0,0,1,1117,77.0,2,0
28.0,1,1,1325,242.0,1,0
59.0,5,1,0,247.0,4,0
34.0,2,2,4343,85.0,4,0
55.0,4,2,1598,607.0,4,0
34.0,4,2,3301,485.0,2,1
24.0,8,1,822,184.0,1,1
42.0,9,1,-280,258.0,1,0
34.0,4,3,1534,156.0,1,0
34.0,0,1,1671,160.0,1,0
51.0,6,2,2007,1021.0,1,0
58.0,1,0,0,5.0,25,0
44.0,9,1,2776,701.0,1,1
33.0,1,1,139,732.0,2,1
34.0,4,2,573,122.0,1,0
34.0,0,1,475,559.0,1,0
42.0,1,1,47,141.0,1,0
46.0,4,2,2154,87.0,4,0
31.0,6,2,96,577.0,1,0
39.0,2,2,83,193.0,2,0
34.0,4,2,6766,210.0,5,0
47.0,9,1,3973,732.0,2,0
42.0,7,1,372,121.0,2,0
48.0,1,1,-552,150.0,2,0
30.0,6,2,48,140.0,1,0
38.0,9,1,7696,386.0,2,0
24.0,7,1,4500,733.0,2,1
34.0,9,1,1,108.0,1,0
46.0,4,2,46,80.0,1,0
32.0,0,1,-18,155.0,3,0
46.0,7,1,451,389.0,4,0
26.0,6,2,479,133.0,3,0
42.0,1,1,0,328.0,6,0
50.0,9,1,1130,119.0,2,0
41.0,1,0,389,87.0,6,0
34.0,0,1,10,162.0,1,0
32.0,12,1,401,294.0,2,0
58.0,3,2,145,128.0,2,0
45.0,9,1,115,108.0,1,0
28.0,0,1,89,172.0,2,0
35.0,9,1,94,208.0,5,0
39.0,7,1,1438,212.0,2,0
49.0,10,2,780,148.0,1,0
50.0,4,2,207,99.0,1,0
37.0,4,2,238,185.0,1,1
45.0,1,0,2433,133.0,2,0
30.0,3,1,1924,170.0,1,0
48.0,10,2,-471,668.0,7,0
36.0,4,2,1531,81.0,3,0
41.0,4,1,764,230.0,2,0
55.0,1,1,383,287.0,1,0
70.0,5,0,3782,618.0,1,0
41.0,4,2,326,788.0,1,1
47.0,7,1,691,285.0,6,0
34.0,9,1,0,163.0,2,0
33.0,4,2,99,159.0,1,0
58.0,5,1,502,197.0,2,0
51.0,4,2,-15,212.0,2,0
45.0,4,2,1929,44.0,15,0
55.0,0,1,0,180.0,2,0
30.0,1,0,185,11.0,1,0
33.0,4,1,-424,863.0,1,0
27.0,7,1,0,388.0,7,0
59.0,5,1,319,143.0,3,0
